裴	0.7792160526021034
砸	0.6046655158177574
托	0.36181894337133647
濂	0.8677067984639499
班	0.7786767010176303
乃	0.08285984517847311
哼	0.34181197964431775
167	0.22188549264196156
谅	0.8495390017232861
咁	0.6180209572557991
偷	0.09174225509884071
鸿	0.12700310909332613
蔬	0.19305586106571826
四	0.17686795747217188
暧	0.2669221500708855
bh	0.5489998842995579
六	0.5907758164343829
创	0.893043709937903
邓	0.19826335005954687
雅	0.4902501205567661
駄	0.8827729412976921
咆	0.10883561689077492
今	0.41264872720709145
##520	0.22553185580849322
堡	0.08261485936146007
邑	0.2943718210491062
x	0.02135098684676806
沛	0.38587032879004357
蟆	0.2015817333806732
馄	0.5019859158591751
拦	0.1340412500491378
授	0.14636173653107953
剖	0.6191593074065628
桉	0.7335842671864569
凑	0.7387857238817607
玷	0.46142165069427266
届	0.9980897098414419
颛	0.6445534676154124
部	0.711844776844107
取	0.9688369543061776
王	0.5652220878235014
轩	0.10532548692726174
厦	0.868932455118974
112	0.11150040701290531
茗	0.0027603954816031173
促	0.5004087060207963
崛	0.7488830877452692
互	0.6104274855902624
##es	0.5892587607883811
冉	0.5176504095600425
##cus	0.9041963054160743
语	0.27187253090476804
撼	0.9579829449899215
驱	0.26888341125734083
##シ	0.48476720243169524
傣	0.8462253427044986
示	0.23965417428845948
是	0.5112897127127036
饭	0.7356225533769375
筏	0.16054531313006626
##ira	0.824289494746787
尴	0.9808753821187125
陛	0.558528991930554
深	0.08457249742691386
歇	0.1907094298887222
匀	0.08126045190801845
鲍	0.01904084555089003
丑	0.06323693258805974
杆	0.8104300084176597
潼	0.7262312856784562
报	0.7333848776339299
村	0.19940152584281023
玺	0.9568311759891716
塞	0.7910654298500663
择	0.9415525970466895
段	0.6888808714191936
延	0.08193367863802403
棠	0.6892523957050039
渲	0.8922515630513483
淆	0.3861876297904918
巡	0.603736021326447
错	0.06078436308490198
停	0.12299443099998875
mi	0.751487034748157
徬	0.9582393128142499
没	0.917478781739997
誉	0.8753012823560502
δ	0.15278758857289632
罪	0.8423067143743751
##ial	0.5498887757680098
狱	0.5461353306139562
叫	0.40651933492263226
撂	0.041453151431596
f	0.8216968666492921
120	0.2570490888260347
钻	0.7482003198441065
笃	0.822331812472642
趋	0.8654531173118013
荥	0.40860801021362914
胰	0.02355558030330951
爪	0.5014935534859175
111	0.7346225911770325
zh	0.9616815522832145
湾	0.5483505117421321
##rd	0.41905508519448564
纠	0.5896404512503772
关	0.614018136052366
钙	0.6896065860443307
邨	0.3405183006095941
368	0.9173056564405833
於	0.12025523512266945
镛	0.5826862832632609
λ	0.22972321011022445
知	0.5224751611250779
助	0.4555485474563037
客	0.9409617244162816
践	0.932357769574581
拱	0.8891399749221384
彗	0.1268577803113876
覆	0.7489873817400503
零	0.5640783641265769
宴	0.18020651137594013
author	0.317292675716197
寝	0.33903097790046677
172	0.7648890276644841
孚	0.2505703978077707
蕴	0.22032147597561857
##shop	0.807389902475391
炸	0.23287619821296845
尝	0.9429679698339306
聘	0.23005113989925552
震	0.17729675423549685
迂	0.9879353041290372
棣	0.30723572155373213
崁	0.9735635775268996
倡	0.30128002486167704
##ri	0.5738004135602404
110	0.7902938991047245
兽	0.13520273262270632
驿	0.2839413257223937
糠	0.17644192572612516
冈	0.43403599693397676
铉	0.4560433946675302
unicode	0.5730599452584405
##ン	0.8379395106681261
息	0.3771080325545676
婴	0.5583663192777192
煮	0.6706074128459428
梅	0.7371247392122466
1990	0.6310268760884257
装	0.7798353149706716
祝	0.9590835455098472
慈	0.5821129820225047
骇	0.7984861346648406
95	0.7099583243748089
her	0.5015350661679173
峇	0.36222270348325114
旷	0.5474539532797251
鲜	0.11469021038556637
像	0.6659254255715435
杖	0.5252686573190039
130	0.48401119497210177
匈	0.5452431839440188
储	0.19917518560321668
鸠	0.5693608043801487
尿	0.6650217215448815
掣	0.9937735983742031
»	0.09968229508533288
伞	0.28634138958836564
浔	0.11815569484130606
呛	0.864943037075786
2500	0.252559158708358
甸	0.05364498813438201
壕	0.9998863845923777
宁	0.31273172115653647
镖	0.8496042718275516
级	0.520204213321753
选	0.09406179680939875
1989	0.6442315532738296
驶	0.8780448029535761
1944	0.6927972086207247
旗	0.19132344378587274
爻	0.05728597650825984
陡	0.4366945883703982
图	0.9905357077618249
前	0.9036838091353635
醮	0.9869550179920326
杭	0.9634166595310886
207	0.9212618343119787
##by	0.304665756713036
父	0.4120351478538352
俱	0.5447623439198723
幽	0.982939266780918
蜂	0.7826607546609616
1800	0.834219748276031
梯	0.5379996108810685
词	0.4794276595332404
金	0.9801363527137207
腐	0.731738566990496
诈	0.9021743866552436
瑶	0.44627215001334575
悟	0.15126059713713647
巾	0.12772582790374454
295	0.6513993099751155
##ory	0.6309198927823976
淙	0.41682986740185723
吐	0.9483788319247626
☆	0.531071408006557
炒	0.2196925917417032
先	0.29297286254554744
坪	0.3828757500171759
##nse	0.16132192194786088
湮	0.07108338990820473
过	0.2534654478670276
102	0.6428265424456276
黝	0.5699774605126957
埵	0.4826321846394589
移	0.07616241595482331
209	0.599061214091736
丝	0.5719634177017434
]	0.4943696113885139
2005	0.11990611652982808
库	0.2128229090066993
忏	0.2271453450714217
耦	0.6123297149210226
庞	0.18417288219463468
脆	0.39893224871654887
馆	0.7321100231266635
##ign	0.04095516810703781
##スト	0.26867225952817286
秩	0.8608371991475037
忍	0.07926524596811801
痒	0.49281387694316203
##ve	0.6404077512229196
昧	0.49088825531099145
巨	0.5977193454868837
187	0.2637145284562904
斥	0.931703744293222
嫦	0.20134286958030456
##ping	0.735331751994472
曼	0.31957346405066556
因	0.4082035881035163
匝	0.25392398670446825
大	0.08893608681296128
潇	0.6915996093695868
歉	0.5525567311899933
茨	0.18996584579384368
367	0.5245485312337999
梢	0.2506475720408894
mobile	0.38452108208089397
庆	0.18784281043167705
戸	0.5152797288649208
脉	0.1586768588674795
滦	0.6622417763729831
浦	0.3059733031577083
畔	0.61770937997495
397	0.5855677521803188
##ei	0.7064503107094557
矩	0.07228813430941239
壮	0.41881091735589804
埃	0.7595027850338975
淮	0.8271630279301543
采	0.9096842934994662
归	0.6711646947456867
漕	0.669255402936192
琼	0.5728162530418137
汶	0.9630555635897371
阪	0.5155776896373117
78	0.6441063381690072
犯	0.1232971884739138
峨	0.11033589484186412
铅	0.6696788764170034
灌	0.7693952506824021
曜	0.3625282456163599
叉	0.06919995004047308
255	0.0888993253344541
刻	0.20049914810220615
塘	0.5207793618848896
状	0.6118662147938775
124	0.19298211901641105
穗	0.9184250321845919
岚	0.41111671899552815
雌	0.24703590060377678
鸢	0.24845316254597505
尾	0.10006338128578729
##in	0.7695435206573515
抖	0.36906396185734736
字	0.41039070613968764
剃	0.02913762665202091
晃	0.38290112098202966
踌	0.8093544566365738
擎	0.9047345616920784
219	0.7771323370499649
##un	0.1117862222795174
瓣	0.2921314657537024
萃	0.2998706234687717
摊	0.43694596490219684
时	0.7271811456796262
拜	0.1175386260787663
窝	0.2232392605232819
价	0.030104576214380674
往	0.5903256135760683
稗	0.7373695780901265
箱	0.09525108709919827
豉	0.9556333343099156
材	0.4376272452520774
疑	0.5651517747960167
磊	0.0036666794826037963
唉	0.7256454750983307
苍	0.004075840861925917
冗	0.6757137626245178
1977	0.6682479379077324
##ake	0.7762398715932461
帝	0.6780678897810442
诱	0.8323062172675535
live	0.47840016020724696
祚	0.02206608938141097
孜	0.21862661078219714
off	0.630733960198221
鸡	0.19645834351011016
鸾	0.8467933287815625
毛	0.9761877565504308
牺	0.4808267978046167
酣	0.8501121301392816
路	0.09020892484849774
觅	0.38911132635696355
蒿	0.7781716451742405
祥	0.5284258087389051
##ta	0.2828223581779765
cr	0.6995159396200487
○	0.32637582361298967
唑	0.6355711171164914
珮	0.3662041577320527
硼	0.13227610451227867
妖	0.9157547706793118
邻	0.7945356310578632
厢	0.28575078228873707
至	0.911386857078094
艇	0.39125621124761834
189	0.009025467427846379
曹	0.24755682030611248
胚	0.3883537256937363
噬	0.6684095673274191
嘎	0.32997914436150033
令	0.7666151576837467
殷	0.39782419658449153
