喵	0.3718009316556147
説	0.8804069250905505
恐	0.8484467361238239
梆	0.42453932939957983
始	0.43130393705305725
湾	0.9983360418068469
疑	0.37458798828015594
粒	0.6108544000304845
規	0.3506663206969439
盘	0.4526679961504513
敗	0.9682169053701639
10	0.23768354279940285
滞	0.650578065906208
街	0.3620195100897874
想	0.434890996289076
吉	0.6926574385251121
臣	0.6103984006370899
身	0.31870110226965587
e	0.12777587709452087
北	0.140392242364483
蚂	0.15501915787697673
~	0.4948078839102952
sf	0.9309232925161114
架	0.5755622667570542
搜	0.5868309280945496
净	0.45554926826297903
矿	0.6570700649469032
浏	0.8158896634707112
春	0.1752512703872695
妆	0.27783269203156746
盾	0.7335323267861281
办	0.1840074171998607
盖	0.6705481202372541
早	0.9604470693503228
电	0.9236855586035074
：	0.9945989411780102
袜	0.7778558227622168
啡	0.17811469842429573
##f	0.8947004477707973
利	0.023462494704423853
姐	0.7846581393666515
啷	0.4981344292508606
诊	0.8967064602804709
伍	0.5045694220092908
闭	0.8873744360972016
app	0.9239257365432351
（	0.9172023930719975
柔	0.27359192723248493
扫	0.40786114815947694
怪	0.09124587217806746
控	0.48578588369431
宫	0.6548111745015294
么	0.7933360588471327
電	0.09908041975040938
134	0.5816488478500224
/	0.02356569026804678
秦	0.6328054515232665
yu	0.17517654122513315
资	0.8082180148578251
贞	0.598174467696333
蜂	0.43588458454178913
超	0.7102951364302627
直	0.21820699137825406
诞	0.4193858822912453
毒	0.5854810230653014
苏	0.9552338205569928
强	0.8642224767928842
按	0.8310406449609372
v	0.7808775967897669
泳	0.3981090531401599
逊	0.23113232114865168
血	0.383202857896746
sdk	0.41122212998604935
挑	0.9113443082158682
绩	0.6373186321327473
穿	0.5576122932863261
譬	0.8432100612134047
炒	0.7234669441118343
贱	0.05623396044731699
x	0.5889378974838984
石	0.5518680268071384
歧	0.1684859843843518
沒	0.32721288733264875
教	0.13713114471853682
些	0.7229572880747704
色	0.6205142655120169
报	0.6377104258169545
掉	0.05261821955475954
渝	0.895433064046273
操	0.5167930407390574
杂	0.07899405167413576
